provincia,dedicacion,tipo_contrato,salario_bruto_ars,salario_neto_ars,sueldo_dolarizado,seniority,rol,anios_experiencia,modalidad,genero,tamanio_empresa,lenguajes,conformidad_ingresos,buscando_trabajo,lenguaje_principal,experiencia_bucket
Córdoba,Full-Time,Staff (planta permanente),4000000.0,4453000.0,True,Senior,Developer,6,Híbrido (presencial y remoto),Hombre Cis,Más de 10000 personas,"HTML, Java, Javascript, TypeScript",2,"No, pero escucho ofertas.",HTML,6-10 años
Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),1150000.0,1150000.0,True,Junior,HelpDesk,1,100% remoto,Hombre Cis,De 201 a 500 personas,Bash/Shell,2,"No, pero escucho ofertas.",Bash/Shell,0-2 años
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,9000000.0,9000000.0,True,Semi-Senior,Data Engineer,4,100% remoto,Hombre Cis,De 201 a 500 personas,"Python, SQL",3,"No, pero escucho ofertas.",Python,3-5 años
Mendoza,Full-Time,Staff (planta permanente),5197489.0,3929932.0,True,Senior,Developer,14,100% remoto,Hombre Cis,De 201 a 500 personas,Swift,3,"No, pero escucho ofertas.",Swift,10+ años
Córdoba,Full-Time,Staff (planta permanente),4355500.0,3788500.0,True,Senior,Developer,6,Híbrido (presencial y remoto),Hombre Cis,De 51 a 100 personas,"Javascript, PHP, Python, SQL, TypeScript",2,"No, pero escucho ofertas.",Javascript,6-10 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2440000.0,2000000.0,True,Senior,HelpDesk,8,Híbrido (presencial y remoto),Hombre Cis,De 2001a 5000 personas,Ninguno de los anteriores,4,"No, estoy muy conforme.",Ninguno de los anteriores,6-10 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),7339428.0,5622907.0,True,Senior,Consultant,15,100% remoto,Hombre Cis,De 11  a 50  personas,Ninguno de los anteriores,3,"No, pero escucho ofertas.",Ninguno de los anteriores,10+ años
Santa Fe,Full-Time,Contractor,3900000.0,4000000.0,True,Senior,Developer,8,100% remoto,Hombre Cis,De 2 a 10 personas,"Javascript, SQL, TypeScript",1,"Sí, estoy buscando activamente.",Javascript,6-10 años
Misiones,Full-Time,Contractor,3900000.0,3900000.0,True,Senior,Developer,7,100% remoto,Hombre Cis,De 51 a 100 personas,".NET, C#, HTML, Javascript, TypeScript",4,"No, pero escucho ofertas.",.NET,6-10 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2800000.0,2800000.0,True,Senior,Technical Leader,25,Híbrido (presencial y remoto),Hombre Cis,De 11  a 50  personas,"Arduino, Assembler, COBOL, HTML, Java, SQL, VBA",3,"No, pero escucho ofertas.",Arduino,10+ años
Río Negro,Full-Time,Contractor,5000000.0,4750000.0,True,Senior,Developer,7,100% remoto,Hombre Cis,De 201 a 500 personas,"Javascript, TypeScript",3,"No, pero escucho ofertas.",Javascript,6-10 años
Buenos Aires,Full-Time,Staff (planta permanente),8000000.0,8000000.0,True,Senior,Manager / Director,20,Híbrido (presencial y remoto),Hombre Cis,De 101 a 200 personas,Ninguno de los anteriores,3,"No, pero escucho ofertas.",Ninguno de los anteriores,10+ años
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,4350000.0,4350000.0,True,Semi-Senior,QA / Tester,5,100% remoto,Mujer Cis,De 101 a 200 personas,SQL,4,"No, estoy muy conforme.",SQL,3-5 años
Misiones,Full-Time,Freelance,4516000.0,4300000.0,True,Senior,Developer,25,100% presencial,Hombre Cis,De 51 a 100 personas,"CSS, HTML, Javascript, Python, Visual Fox Pro",3,"No, pero escucho ofertas.",CSS,10+ años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3200000.0,2700000.0,True,Semi-Senior,Functional Analyst,4,Híbrido (presencial y remoto),Mujer Cis,De 201 a 500 personas,"CSS, HTML, SQL",4,"Sí, estoy buscando activamente.",CSS,3-5 años
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,3450000.0,3200000.0,True,Senior,Recruiter,8,Híbrido (presencial y remoto),Mujer Cis,De 201 a 500 personas,Ninguno de los anteriores,2,"No, pero escucho ofertas.",Ninguno de los anteriores,6-10 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1948000.0,1600000.0,True,Junior,BI Analyst / Data Analyst,2,100% remoto,Mujer Cis,De 1001 a 2000 personas,SQL,1,"Sí, estoy buscando activamente.",SQL,0-2 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2700000.0,2266000.0,True,Semi-Senior,QA / Tester,3,100% remoto,Hombre Cis,De 1001 a 2000 personas,"Groovy, Java, Javascript, PHP, SQL",3,"No, pero escucho ofertas.",Groovy,3-5 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2339206.0,1640869.0,True,Semi-Senior,QA / Tester,4,100% remoto,Mujer Cis,De 2001a 5000 personas,Javascript,3,"No, pero escucho ofertas.",Javascript,3-5 años
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,4000000.0,3600000.0,True,Senior,Manager / Director,6,100% remoto,Hombre Cis,De 51 a 100 personas,Java,4,"No, estoy muy conforme.",Java,6-10 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2900000.0,2400000.0,True,Senior,Developer,6,Híbrido (presencial y remoto),Hombre Cis,De 51 a 100 personas,"Javascript, SQL, TypeScript",2,"No, pero escucho ofertas.",Javascript,6-10 años
Buenos Aires,Full-Time,Contractor,1450000.0,,True,Semi-Senior,Developer,3,100% remoto,Hombre Cis,De 11  a 50  personas,Ninguno de los anteriores,2,"No, pero escucho ofertas.",Ninguno de los anteriores,3-5 años
Córdoba,Full-Time,Staff (planta permanente),6652477.1,6001652.95,True,Semi-Senior,SysAdmin / DevOps / SRE,5,100% remoto,Hombre Cis,De 501 a 1000 personas,"Bash/Shell, Python",3,"No, pero escucho ofertas.",Bash/Shell,3-5 años
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,7222465.0,6933566.0,True,Semi-Senior,Developer,4,Híbrido (presencial y remoto),Mujer Cis,De 51 a 100 personas,"CSS, Javascript, TypeScript",4,"No, estoy muy conforme.",CSS,3-5 años
Buenos Aires,Full-Time,Contractor,2500000.0,2500000.0,True,Semi-Senior,Developer,5,100% remoto,Hombre Cis,De 2 a 10 personas,"CSS, HTML, Javascript, PHP, SQL, TypeScript",2,"No, pero escucho ofertas.",CSS,3-5 años
Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),1000000.0,950000.0,True,Junior,QA / Tester,1,100% remoto,Mujer Cis,De 11  a 50  personas,Ninguno de los anteriores,2,"No, pero escucho ofertas.",Ninguno de los anteriores,0-2 años
Córdoba,Full-Time,Tercerizado (trabajo a través de consultora o agencia),3600000.0,3400000.0,True,Semi-Senior,Technical Support,3,100% remoto,Hombre Cis,De 11  a 50  personas,".NET, TypeScript",3,"No, estoy muy conforme.",.NET,3-5 años
Santa Fe,Full-Time,Staff (planta permanente),4100000.0,3300000.0,True,Senior,Developer,9,Híbrido (presencial y remoto),Hombre Cis,De 201 a 500 personas,".NET, C#, SQL",3,"No, pero escucho ofertas.",.NET,6-10 años
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,6500000.0,6500000.0,True,Semi-Senior,Developer,4,100% remoto,Hombre Cis,De 201 a 500 personas,"Java, Javascript, SQL",4,"No, estoy muy conforme.",Java,3-5 años
Buenos Aires,Part-Time,Contractor,4500000.0,3800000.0,True,Senior,Technical Writer,15,100% remoto,Hombre Cis,De 2 a 10 personas,Ninguno de los anteriores,1,"Sí, estoy buscando activamente.",Ninguno de los anteriores,10+ años
Córdoba,Full-Time,Contractor,2850000.0,2600000.0,True,Senior,UX Researcher,6,100% remoto,Hombre Cis,De 101 a 200 personas,Ninguno de los anteriores,2,"No, pero escucho ofertas.",Ninguno de los anteriores,6-10 años
Mendoza,Full-Time,Contractor,5328000.0,5328000.0,True,Senior,UX/UI Designer,7,100% remoto,Mujer Cis,De 2 a 10 personas,"HTML, Javascript, SQL",4,"No, estoy muy conforme.",HTML,6-10 años
Mendoza,Full-Time,Contractor,6390000.0,6390000.0,True,Senior,Developer,9,100% remoto,Hombre Cis,De 11  a 50  personas,"CSS, HTML, Javascript, TypeScript",3,"No, pero escucho ofertas.",CSS,6-10 años
Córdoba,Full-Time,Tercerizado (trabajo a través de consultora o agencia),4000000.0,3000000.0,True,Senior,EBSuite ERP,10,Híbrido (presencial y remoto),Hombre Cis,De 11  a 50  personas,"C++, SQL",2,"No, pero escucho ofertas.",C++,6-10 años
Santa Fe,Full-Time,Staff (planta permanente),1287861.0,1068924.0,True,Semi-Senior,Developer,4,100% remoto,Hombre Cis,De 2 a 10 personas,"Bash/Shell, Javascript, Python, TypeScript",2,"No, pero escucho ofertas.",Bash/Shell,3-5 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),9000000.0,6500000.0,True,Senior,Consultant,20,Híbrido (presencial y remoto),Hombre Cis,De 51 a 100 personas,"HTML, PHP, Python, SQL",3,"No, pero escucho ofertas.",HTML,10+ años
Corrientes,Full-Time,Contractor,2450000.0,2350000.0,True,Junior,Developer,2,100% remoto,Hombre Cis,De 11  a 50  personas,"CSS, HTML, Javascript, TypeScript",2,"No, pero escucho ofertas.",CSS,0-2 años
Córdoba,Full-Time,Contractor,6550000.0,6550000.0,True,Senior,Developer,8,100% remoto,Hombre Cis,De 101 a 200 personas,"CSS, HTML, Javascript, Ruby, TypeScript",3,"No, pero escucho ofertas.",CSS,6-10 años
Córdoba,Full-Time,Contractor,2017664.0,1929487.0,True,Semi-Senior,Developer,4,100% remoto,Hombre Cis,De 2 a 10 personas,"HTML, Javascript",2,"No, pero escucho ofertas.",HTML,3-5 años
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,3370000.0,3370000.0,True,Senior,Developer,11,Híbrido (presencial y remoto),Hombre Cis,De 11  a 50  personas,"Go, Javascript, Ruby, SQL, TypeScript",1,"No, pero escucho ofertas.",Go,10+ años
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,8000000.0,7000000.0,True,Senior,Developer,15,100% remoto,Hombre Cis,De 501 a 1000 personas,"HTML, Javascript, TypeScript",2,"Sí, estoy buscando activamente.",HTML,10+ años
Córdoba,Full-Time,Staff (planta permanente),10000000.0,6000000.0,True,Senior,Technical Leader,10,Híbrido (presencial y remoto),Mujer Cis,De 51 a 100 personas,"Go, HTML, Javascript, Python, TypeScript",3,"No, estoy muy conforme.",Go,6-10 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4848000.0,326000.0,True,Senior,Consultant,8,Híbrido (presencial y remoto),Hombre Cis,De 101 a 200 personas,Python,3,"No, pero escucho ofertas.",Python,6-10 años
Córdoba,Full-Time,Contractor,6000000.0,5500000.0,True,Senior,Architect,8,100% remoto,Hombre Cis,De 51 a 100 personas,Python,3,"No, pero escucho ofertas.",Python,6-10 años
Misiones,Full-Time,Contractor,2800000.0,3500000.0,True,Senior,Developer,13,100% remoto,Hombre Cis,De 11  a 50  personas,"HTML, Javascript, TypeScript",3,"No, estoy muy conforme.",HTML,10+ años
Córdoba,Full-Time,Contractor,3800000.0,3400000.0,True,Semi-Senior,Developer,4,100% remoto,Hombre Cis,De 11  a 50  personas,"Bash/Shell, CSS, HTML, Javascript, TypeScript",4,"No, pero escucho ofertas.",Bash/Shell,3-5 años
Santa Fe,Full-Time,Contractor,9200000.0,9200000.0,True,Senior,Technical Leader,12,100% remoto,Hombre Cis,De 1001 a 2000 personas,"CSS, HTML, Javascript, TypeScript",2,"No, pero escucho ofertas.",CSS,10+ años
Neuquén,Full-Time,Contractor,8000000.0,8000000.0,True,Senior,Developer,8,100% remoto,Hombre Cis,De 2 a 10 personas,"Javascript, Python",3,"No, estoy muy conforme.",Javascript,6-10 años
Santa Fe,Full-Time,Staff (planta permanente),3440585.0,3075000.0,True,Senior,Developer,15,100% remoto,Hombre Cis,De 2 a 10 personas,"Java, Javascript, PHP, SQL",2,"No, pero escucho ofertas.",Java,10+ años
Ciudad Autónoma de Buenos Aires,Full-Time,Freelance,5000000.0,5000000.0,True,Senior,Architect,8,100% remoto,Hombre Cis,1 (solamente yo),"Bash/Shell, Go, HTML, Python, SQL",2,"Sí, estoy buscando activamente.",Bash/Shell,6-10 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3000000.0,2500000.0,True,Senior,Data Scientist,22,100% remoto,Hombre Cis,Más de 10000 personas,"Python, SQL",1,"Sí, estoy buscando activamente.",Python,10+ años
Buenos Aires,Full-Time,Contractor,6200000.0,5500000.0,True,Senior,Developer,8,100% remoto,Hombre Cis,De 11  a 50  personas,".NET, C#",4,"No, pero escucho ofertas.",.NET,6-10 años
Buenos Aires,Full-Time,Staff (planta permanente),2750000.0,2500000.0,True,Semi-Senior,QA / Tester,5,100% remoto,Hombre Cis,De 51 a 100 personas,SQL,3,"No, pero escucho ofertas.",SQL,3-5 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),6000000.0,5500000.0,True,Senior,UX/UI Designer,8,Híbrido (presencial y remoto),Mujer Cis,De 1001 a 2000 personas,Ninguno de los anteriores,4,"No, estoy muy conforme.",Ninguno de los anteriores,6-10 años
Río Negro,Full-Time,Staff (planta permanente),5956013.1,4694030.0,True,Senior,Manager / Director,13,100% remoto,Hombre Cis,De 11  a 50  personas,"Bash/Shell, Python, SQL",3,"No, estoy muy conforme.",Bash/Shell,10+ años
Buenos Aires,Full-Time,Contractor,12000000.0,10000000.0,True,Senior,Recruiter,10,Híbrido (presencial y remoto),Hombre Cis,De 1001 a 2000 personas,"Javascript, Python",3,"No, pero escucho ofertas.",Javascript,6-10 años
Río Negro,Full-Time,Contractor,7500000.0,7000000.0,True,Senior,Scrum Master,20,100% remoto,Hombre Cis,De 201 a 500 personas,Ninguno de los anteriores,4,"No, estoy muy conforme.",Ninguno de los anteriores,10+ años
Buenos Aires,Full-Time,Staff (planta permanente),5600000.0,5080000.0,True,Senior,Technical Leader,6,100% remoto,Hombre Cis,De 11  a 50  personas,"Bash/Shell, HTML, Python, SQL",2,"Sí, estoy buscando activamente.",Bash/Shell,6-10 años
Córdoba,Part-Time,Freelance,1480000.0,1430000.0,True,Semi-Senior,SysAdmin / DevOps / SRE,5,100% remoto,Hombre Cis,De 2 a 10 personas,"Bash/Shell, Erlang, Python",1,"Sí, estoy buscando activamente.",Bash/Shell,3-5 años
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,1300000.0,1200000.0,True,Junior,Developer,2,Híbrido (presencial y remoto),Hombre Cis,De 11  a 50  personas,"CSS, HTML, TypeScript",3,"No, pero escucho ofertas.",CSS,0-2 años
Buenos Aires,Full-Time,Contractor,3600000.0,3600000.0,True,Senior,UX/UI Designer,6,100% remoto,Mujer Cis,1 (solamente yo),Ninguno de los anteriores,3,"No, pero escucho ofertas.",Ninguno de los anteriores,6-10 años
Entre Ríos,Full-Time,Staff (planta permanente),4200000.0,3600000.0,True,Semi-Senior,Developer,5,100% remoto,Hombre Cis,De 201 a 500 personas,"HTML, Java, Javascript, SQL",2,"No, pero escucho ofertas.",HTML,3-5 años
Santa Fe,Full-Time,Staff (planta permanente),1800000.0,1300000.0,True,Junior,Data Scientist,2,Híbrido (presencial y remoto),Hombre Cis,De 5001 a 10000 personas,Python,1,"No, pero escucho ofertas.",Python,0-2 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4300000.0,3227000.0,True,Senior,Manager / Director,10,Híbrido (presencial y remoto),Mujer Cis,De 1001 a 2000 personas,Ninguno de los anteriores,1,"Sí, estoy buscando activamente.",Ninguno de los anteriores,6-10 años
Buenos Aires,Full-Time,Contractor,5700000.0,5700000.0,True,Senior,Developer,8,100% remoto,Hombre Cis,De 11  a 50  personas,"C#, CSS, HTML, Javascript, SQL, TypeScript",4,"No, pero escucho ofertas.",C#,6-10 años
Buenos Aires,Full-Time,Contractor,8250000.0,8050000.0,True,Senior,Architect,6,100% remoto,Hombre Cis,De 501 a 1000 personas,"CSS, HTML, Java, Javascript, Apex",4,"No, pero escucho ofertas.",CSS,6-10 años
Buenos Aires,Full-Time,Staff (planta permanente),5000000.0,4000000.0,True,Senior,Technical Leader,16,100% remoto,Hombre Cis,De 11  a 50  personas,"Bash/Shell, Dart, Go, HTML, Java, Javascript, SQL",4,"No, estoy muy conforme.",Bash/Shell,10+ años
Buenos Aires,Full-Time,Contractor,8250000.0,,True,Semi-Senior,SysAdmin / DevOps / SRE,4,100% remoto,Hombre Cis,De 1001 a 2000 personas,Python,2,"No, pero escucho ofertas.",Python,3-5 años
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,3973800.0,3773800.0,True,Semi-Senior,Data Engineer,5,Híbrido (presencial y remoto),Hombre Cis,De 2 a 10 personas,"Bash/Shell, Python, R, SQL",3,"No, estoy muy conforme.",Bash/Shell,3-5 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2400000.0,2004500.0,True,Semi-Senior,Infosec,5,Híbrido (presencial y remoto),Hombre Cis,De 11  a 50  personas,"Bash/Shell, Javascript, Python, SQL",2,"No, pero escucho ofertas.",Bash/Shell,3-5 años
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),1700000.0,1444000.0,True,Junior,Developer,2,100% remoto,Mujer Cis,Más de 10000 personas,".NET, HTML, Javascript, SQL, TypeScript",1,"Sí, estoy buscando activamente.",.NET,0-2 años
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,6912000.0,6912000.0,True,Senior,Developer,8,100% remoto,Hombre Cis,De 11  a 50  personas,"Go, Javascript",3,"No, pero escucho ofertas.",Go,6-10 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3000000.0,2200000.0,True,Senior,SysAdmin / DevOps / SRE,20,Híbrido (presencial y remoto),Hombre Cis,De 201 a 500 personas,Ninguno de los anteriores,1,"No, pero escucho ofertas.",Ninguno de los anteriores,10+ años
Córdoba,Full-Time,Staff (planta permanente),2400000.0,2100000.0,True,Semi-Senior,BI Analyst / Data Analyst,3,100% remoto,Hombre Cis,De 201 a 500 personas,"Python, SQL",3,"No, pero escucho ofertas.",Python,3-5 años
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,5512500.0,5315500.0,True,Semi-Senior,Developer,5,100% remoto,Hombre Cis,De 11  a 50  personas,"Javascript, TypeScript",4,"No, pero escucho ofertas.",Javascript,3-5 años
Córdoba,Full-Time,Contractor,11000000.0,10000000.0,True,Senior,Architect,12,Híbrido (presencial y remoto),Hombre Cis,De 101 a 200 personas,Javascript,2,"No, pero escucho ofertas.",Javascript,10+ años
Buenos Aires,Full-Time,Contractor,2650000.0,2140000.0,True,Senior,AI Engineer,8,100% remoto,Hombre Cis,De 2001a 5000 personas,"Javascript, Python",3,"No, pero escucho ofertas.",Javascript,6-10 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3850000.0,3300000.0,True,Semi-Senior,Networking,3,Híbrido (presencial y remoto),Hombre Cis,Más de 10000 personas,"Bash/Shell, Javascript, Python, SQL",3,"No, estoy muy conforme.",Bash/Shell,3-5 años
Entre Ríos,Full-Time,Contractor,5300000.0,4700000.0,True,Senior,Data Engineer,10,100% remoto,Hombre Cis,Más de 10000 personas,"Python, SQL",3,"No, pero escucho ofertas.",Python,6-10 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),11415734.15,7984637.09,True,Senior,Technical Leader,16,100% remoto,Hombre Cis,De 101 a 200 personas,"Bash/Shell, Groovy, Java, Javascript, SQL",2,"No, pero escucho ofertas.",Bash/Shell,10+ años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),6679522.0,5200079.0,True,Senior,Developer,9,100% remoto,Hombre Cis,De 1001 a 2000 personas,"Java, Kotlin, PHP, SQL",2,"No, pero escucho ofertas.",Java,6-10 años
Buenos Aires,Full-Time,Contractor,7200000.0,6500000.0,True,Senior,Infosec,12,100% remoto,Queer,De 201 a 500 personas,Python,3,"No, pero escucho ofertas.",Python,10+ años
La Pampa,Full-Time,Staff (planta permanente),3700000.0,3000000.0,True,Senior,Manager / Director,8,100% remoto,Hombre Cis,De 51 a 100 personas,"CSS, HTML, Java, Javascript, SQL, TypeScript",4,"No, estoy muy conforme.",CSS,6-10 años
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),7000000.0,7000000.0,True,Semi-Senior,SysAdmin / DevOps / SRE,4,100% remoto,Hombre Cis,De 11  a 50  personas,".NET, C#, Go, Javascript, Python, SQL, TypeScript",4,"No, pero escucho ofertas.",.NET,3-5 años
Buenos Aires,Full-Time,Contractor,3000000.0,3000000.0,True,Semi-Senior,QA / Tester,5,100% remoto,Hombre Cis,De 11  a 50  personas,"Javascript, Ruby, SQL, TypeScript",2,"No, pero escucho ofertas.",Javascript,3-5 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3898200.0,3581068.0,True,Senior,Developer,8,100% remoto,Mujer Cis,De 11  a 50  personas,"CSS, HTML, Javascript, SQL, TypeScript",2,"No, pero escucho ofertas.",CSS,6-10 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3800000.0,3240000.0,True,Senior,Manager / Director,20,Híbrido (presencial y remoto),Hombre Cis,De 101 a 200 personas,Ninguno de los anteriores,1,"Sí, estoy buscando activamente.",Ninguno de los anteriores,10+ años
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,3625000.0,,True,Semi-Senior,Developer,5,100% remoto,Hombre Cis,De 11  a 50  personas,Python,1,"No, pero escucho ofertas.",Python,3-5 años
